country_iso2,name,code,city,region,latitude,longitude,port_type,status,traffic_level,annual_capacity,teu_capacity,trade_volume,importance_score,weather_risk,political_risk,logistic_risk,risk_score,risk_level,main_industries,shipping_routes,ai_recommendation,description
MU,"Port Mathurin",POR36,"Port Mathurin",Mauritius,-19.68,63.42,"Offshore Terminal",Active,Low,37672945,711664,19194398,0.83,70,3,48,40.33,Medium,Textiles,6,"Optimize supply chain through Port Mathurin to reduce delays.","The port of Port Mathurin is located in Port Mathurin, Mauritius. It plays a significant role in the region's trade."
MU,"Port Louis",POR24,"Port Louis","Port Louis",-20.15,57.5,"River Port",Active,Medium,14300722,9626081,13021397,0.86,91,77,71,79.67,High,"Energy, Chemicals, Textiles",12,"Optimize supply chain through Port Louis to reduce delays.","The port of Port Louis is located in Port Louis, Port Louis. It plays a significant role in the region's trade."
MX,Tampico,TAM86,Tampico,Tamaulipas,22.22,-97.87,"River Port",Active,Low,12151236,6619970,1009885,0.76,62,19,26,35.67,Low,"Automotive, Energy",18,"Optimize supply chain through Tampico to reduce delays.","The port of Tampico is located in Tampico, Tamaulipas. It plays a significant role in the region's trade."
MX,"Ciudad Del Carmen",CIU78,"Ciudad del Carmen",Campeche,18.63,-91.87,"Offshore Terminal",Active,Medium,26867347,2121758,2100975,0.52,73,94,42,69.67,Medium,"Agriculture, Chemicals, Energy",3,"Optimize supply chain through Ciudad Del Carmen to reduce delays.","The port of Ciudad Del Carmen is located in Ciudad del Carmen, Campeche. It plays a significant role in the region's trade."
MX,Guaymas,GUA39,Guaymas,Sonora,27.92,-110.92,"Offshore Terminal",Active,Medium,5861257,7055290,10962672,0.81,16,24,11,17,Low,Machinery,5,"Optimize supply chain through Guaymas to reduce delays.","The port of Guaymas is located in Guaymas, Sonora. It plays a significant role in the region's trade."
MX,Mazatlan,MAZ37,Mazatlán,Sinaloa,23.2,-106.42,"River Port",Active,Low,4052113,2304852,7633241,0.57,23,54,83,53.33,Medium,Agriculture,3,"Optimize supply chain through Mazatlan to reduce delays.","The port of Mazatlan is located in Mazatlán, Sinaloa. It plays a significant role in the region's trade."
MX,"Puerto Vallarta",PUE13,"Puerto Vallarta",Mexico,20.62,-105.27,"River Port",Active,Medium,41105063,3673953,5484956,0.89,41,67,25,44.33,Medium,Agriculture,2,"Optimize supply chain through Puerto Vallarta to reduce delays.","The port of Puerto Vallarta is located in Puerto Vallarta, Mexico. It plays a significant role in the region's trade."
MX,Manzanillo,MAN68,Manzanillo,Colima,19.05,-104.32,Seaport,Active,High,32581739,9874101,11870632,0.95,90,78,49,72.33,Medium,Chemicals,7,"Optimize supply chain through Manzanillo to reduce delays.","The port of Manzanillo is located in Manzanillo, Colima. It plays a significant role in the region's trade."
MX,Nanchital,NAN55,Pajaritos,Veracruz,18.07,-94.42,"Dry Port",Active,Medium,23355090,4850719,1133261,0.55,32,23,63,39.33,Low,"Energy, Electronics, Textiles",3,"Optimize supply chain through Nanchital to reduce delays.","The port of Nanchital is located in Pajaritos, Veracruz. It plays a significant role in the region's trade."
FM,Colonia,COL45,Colonia,"Micronesia, Federated States of",9.52,138.13,Seaport,Active,Low,15746444,8275013,15513207,0.62,12,73,23,36,Low,Chemicals,17,"Optimize supply chain through Colonia to reduce delays.","The port of Colonia is located in Colonia, Micronesia, Federated States of. It plays a significant role in the region's trade."
FM,"Pohnpei Harbor",POH32,"Pohnpei Harbor","Micronesia, Federated States of",6.98,158.2,"River Port",Active,High,43352642,7865824,19999882,0.6,6,13,23,14,Low,Machinery,17,"Optimize supply chain through Pohnpei Harbor to reduce delays.","The port of Pohnpei Harbor is located in Pohnpei Harbor, Micronesia, Federated States of. It plays a significant role in the region's trade."
FM,Moen,MOE39,Moen,"Micronesia, Federated States of",7.43,151.83,"Dry Port",Active,High,18903754,951920,15452374,0.93,64,33,56,51,Medium,Agriculture,13,"Optimize supply chain through Moen to reduce delays.","The port of Moen is located in Moen, Micronesia, Federated States of. It plays a significant role in the region's trade."
FM,"Lele Harbor",LEL62,"Lele Harbor","Micronesia, Federated States of",5.33,163.03,Seaport,Active,High,15089701,5785532,12881813,0.86,46,33,100,59.67,Medium,Energy,20,"Optimize supply chain through Lele Harbor to reduce delays.","The port of Lele Harbor is located in Lele Harbor, Micronesia, Federated States of. It plays a significant role in the region's trade."
MC,Monaco,MON98,Monaco,Monaco,43.73,7.42,"Dry Port",Active,High,7483765,8917746,14509836,0.95,7,99,52,52.67,Medium,Energy,20,"Optimize supply chain through Monaco to reduce delays.","The port of Monaco is located in Monaco, Monaco. It plays a significant role in the region's trade."
ME,Kotor,KOT86,Kotor,Montenegro,42.42,18.77,"Offshore Terminal",Active,High,36256679,6602138,17109011,0.74,85,45,91,73.67,Medium,"Agriculture, Automotive",9,"Optimize supply chain through Kotor to reduce delays.","The port of Kotor is located in Kotor, Montenegro. It plays a significant role in the region's trade."
ME,Risan,RIS78,Risan,Montenegro,42.52,18.7,"Dry Port",Active,Medium,37592480,926185,16900377,0.65,18,92,94,68,Medium,"Agriculture, Electronics",9,"Optimize supply chain through Risan to reduce delays.","The port of Risan is located in Risan, Montenegro. It plays a significant role in the region's trade."
ME,Tivat,TIV50,Tivat,Montenegro,42.43,18.7,"River Port",Active,Low,37804236,3308304,723470,0.99,12,56,37,35,Low,Electronics,10,"Optimize supply chain through Tivat to reduce delays.","The port of Tivat is located in Tivat, Montenegro. It plays a significant role in the region's trade."
ME,Bar,BAR34,Bar,Montenegro,42.08,19.08,"Offshore Terminal",Active,Medium,11933896,3500245,10234471,0.98,95,4,6,35,Low,"Energy, Textiles, Automotive",17,"Optimize supply chain through Bar to reduce delays.","The port of Bar is located in Bar, Montenegro. It plays a significant role in the region's trade."
MA,"El Jorf Lasfar",ELJ19,"Jorf Lasfar","El Jadida Province",33.12,-8.62,Seaport,Active,High,30581900,2212517,4906367,0.51,55,41,31,42.33,Medium,Machinery,7,"Optimize supply chain through El Jorf Lasfar to reduce delays.","The port of El Jorf Lasfar is located in Jorf Lasfar, El Jadida Province. It plays a significant role in the region's trade."
MA,Agadir,AGA62,Agadir,Souss-Massa,30.43,-9.63,Seaport,Active,Low,43219227,6221936,9011769,0.96,82,69,25,58.67,Medium,Chemicals,10,"Optimize supply chain through Agadir to reduce delays.","The port of Agadir is located in Agadir, Souss-Massa. It plays a significant role in the region's trade."
MA,Tangier-mediterranean,TAN16,Gibraltar,Gibraltar,35.9,-5.52,"Dry Port",Active,Low,47973137,1252008,19264289,0.74,65,46,74,61.67,Medium,Electronics,13,"Optimize supply chain through Tangier-mediterranean to reduce delays.","The port of Tangier-mediterranean is located in Gibraltar, Gibraltar. It plays a significant role in the region's trade."
MA,Kenitra,KEN67,Kenitra,Morocco,34.3,-6.6,"Dry Port",Active,Medium,44696722,4606387,1719506,0.54,68,11,24,34.33,Low,"Automotive, Machinery",20,"Optimize supply chain through Kenitra to reduce delays.","The port of Kenitra is located in Kenitra, Morocco. It plays a significant role in the region's trade."
MA,Casablanca,CAS54,Casablanca,Casablanca-Settat,33.6,-7.62,"River Port",Active,Low,24331506,3908385,6891220,0.61,54,66,64,61.33,Medium,"Chemicals, Electronics",9,"Optimize supply chain through Casablanca to reduce delays.","The port of Casablanca is located in Casablanca, Casablanca-Settat. It plays a significant role in the region's trade."
MA,Tanger,TAN34,Tanger,"Tanger-Tetouan-Al Hoceima",35.78,-5.82,"River Port",Active,Low,48697873,1390253,5855851,0.62,19,44,44,35.67,Low,"Chemicals, Automotive",16,"Optimize supply chain through Tanger to reduce delays.","The port of Tanger is located in Tanger, Tanger-Tetouan-Al Hoceima. It plays a significant role in the region's trade."
MA,"Port Nador",POR20,Melilla,Melilla,35.28,-2.93,"Offshore Terminal",Active,Medium,26119552,8388961,3155601,0.66,49,47,13,36.33,Low,"Machinery, Agriculture, Electronics",16,"Optimize supply chain through Port Nador to reduce delays.","The port of Port Nador is located in Melilla, Melilla. It plays a significant role in the region's trade."
MA,"Port D Al Hoceima",POR59,"Port D Al Hoceima",Morocco,35.25,-3.92,"Dry Port",Active,High,14770129,3702028,4713564,0.95,17,79,33,43,Medium,"Machinery, Chemicals",2,"Optimize supply chain through Port D Al Hoceima to reduce delays.","The port of Port D Al Hoceima is located in Port D Al Hoceima, Morocco. It plays a significant role in the region's trade."
MA,"El Jadida",ELJ72,"El Jadida",Morocco,33.25,-8.5,"River Port",Active,Low,4861308,1716745,15478498,0.88,26,90,15,43.67,Medium,Textiles,18,"Optimize supply chain through El Jadida to reduce delays.","The port of El Jadida is located in El Jadida, Morocco. It plays a significant role in the region's trade."
MA,Safi,SAF70,Safi,Marrakesh-Safi,32.3,-9.25,Seaport,Active,Low,41916803,1802432,5823347,0.65,85,60,7,50.67,Medium,"Energy, Textiles",2,"Optimize supply chain through Safi to reduce delays.","The port of Safi is located in Safi, Marrakesh-Safi. It plays a significant role in the region's trade."
MA,Mohammedia,MOH88,Mohammedia,Casablanca-Settat,33.72,-7.4,"River Port",Active,High,7065330,7323662,4108130,0.61,49,70,4,41,Medium,Chemicals,14,"Optimize supply chain through Mohammedia to reduce delays.","The port of Mohammedia is located in Mohammedia, Casablanca-Settat. It plays a significant role in the region's trade."
MZ,Beira,BEI11,Beira,Sofala,-19.83,34.83,"River Port",Active,Medium,49995775,7264037,18616164,0.6,37,76,59,57.33,Medium,"Automotive, Energy",20,"Optimize supply chain through Beira to reduce delays.","The port of Beira is located in Beira, Sofala. It plays a significant role in the region's trade."
MZ,Mocambique,MOC80,Mocambique,Nampula,-15.03,40.73,"River Port",Active,Low,39054128,907157,11604142,0.91,52,36,39,42.33,Medium,Agriculture,8,"Optimize supply chain through Mocambique to reduce delays.","The port of Mocambique is located in Mocambique, Nampula. It plays a significant role in the region's trade."
MZ,Ibo,IBO37,Ibo,Mozambique,-12.33,40.62,"River Port",Active,High,40445203,3241844,12145762,0.94,17,67,35,39.67,Low,"Automotive, Agriculture, Textiles",11,"Optimize supply chain through Ibo to reduce delays.","The port of Ibo is located in Ibo, Mozambique. It plays a significant role in the region's trade."
MZ,Maputo,MAP12,Maputo,"Maputo Province.",-25.97,32.58,Seaport,Active,Medium,35508334,4156316,12811808,0.87,40,91,71,67.33,Medium,"Automotive, Chemicals",8,"Optimize supply chain through Maputo to reduce delays.","The port of Maputo is located in Maputo, Maputo Province.. It plays a significant role in the region's trade."
MZ,Chinde,CHI59,Chinde,Mozambique,-18.57,36.5,Seaport,Active,Medium,49730034,7604718,855815,0.98,22,94,32,49.33,Medium,"Energy, Chemicals",11,"Optimize supply chain through Chinde to reduce delays.","The port of Chinde is located in Chinde, Mozambique. It plays a significant role in the region's trade."
MM,Bassein,BAS95,Bassein,Myanmar,16.78,94.73,Seaport,Active,High,33735609,9235690,13491760,0.76,32,69,76,59,Medium,"Electronics, Energy, Automotive",7,"Optimize supply chain through Bassein to reduce delays.","The port of Bassein is located in Bassein, Myanmar. It plays a significant role in the region's trade."
MM,"Moulmein Harbor",MOU55,Mawlamyine,"Mon State",16.48,97.62,"Dry Port",Active,Low,43154200,7035650,1493259,0.74,5,55,48,36,Low,"Automotive, Textiles",13,"Optimize supply chain through Moulmein Harbor to reduce delays.","The port of Moulmein Harbor is located in Mawlamyine, Mon State. It plays a significant role in the region's trade."
MM,Rangoon,RAN51,Yangon,"Yangon Region",16.77,96.17,"River Port",Active,Medium,25641298,9964621,1026515,0.74,86,23,8,39,Low,"Electronics, Textiles",17,"Optimize supply chain through Rangoon to reduce delays.","The port of Rangoon is located in Yangon, Yangon Region. It plays a significant role in the region's trade."
MM,Sittwe,SIT45,Sittwe,Myanmar,20.13,92.9,"Dry Port",Active,Medium,15619137,1556682,4326569,0.54,26,90,5,40.33,Medium,"Chemicals, Machinery, Textiles",20,"Optimize supply chain through Sittwe to reduce delays.","The port of Sittwe is located in Sittwe, Myanmar. It plays a significant role in the region's trade."
MM,"Yetagun Marine Terminal",YET92,Thayetchaung,Tanintharyi,13.05,96.85,"River Port",Active,Low,39587870,5863477,18010813,0.77,44,17,20,27,Low,"Agriculture, Energy, Textiles",19,"Optimize supply chain through Yetagun Marine Terminal to reduce delays.","The port of Yetagun Marine Terminal is located in Thayetchaung, Tanintharyi. It plays a significant role in the region's trade."
MM,Mergui,MER63,Mergui,Myanmar,12.43,98.6,"River Port",Active,High,49204516,1821272,8891091,0.77,35,57,75,55.67,Medium,Energy,14,"Optimize supply chain through Mergui to reduce delays.","The port of Mergui is located in Mergui, Myanmar. It plays a significant role in the region's trade."
NA,"Walvis Bay",WAL27,"Walvis Bay",Erongo,-22.95,14.5,"River Port",Active,Medium,36309929,3282858,17281364,0.51,64,72,29,55,Medium,Textiles,10,"Optimize supply chain through Walvis Bay to reduce delays.","The port of Walvis Bay is located in Walvis Bay, Erongo. It plays a significant role in the region's trade."
NA,"Luderitz Bay",LUD24,"Luderitz Bay",Namibia,-26.65,15.15,"Offshore Terminal",Active,High,36219592,1209729,13912338,0.72,54,84,53,63.67,Medium,"Textiles, Chemicals",14,"Optimize supply chain through Luderitz Bay to reduce delays.","The port of Luderitz Bay is located in Luderitz Bay, Namibia. It plays a significant role in the region's trade."
NR,Nauru,NAU28,Nauru,Nauru,-0.53,166.92,"Offshore Terminal",Active,High,12563704,913275,12380243,0.76,15,5,45,21.67,Low,Agriculture,20,"Optimize supply chain through Nauru to reduce delays.","The port of Nauru is located in Nauru, Nauru. It plays a significant role in the region's trade."
NL,Harlingen,HAR16,Harlingen,Friesland,53.18,5.42,"Offshore Terminal",Active,Medium,18034560,9706978,15207394,0.68,73,47,50,56.67,Medium,"Chemicals, Textiles",16,"Optimize supply chain through Harlingen to reduce delays.","The port of Harlingen is located in Harlingen, Friesland. It plays a significant role in the region's trade."
NL,Zaandam,ZAA11,Zaandam,"Netherlands, Kingdom of the",52.43,4.83,"Dry Port",Active,High,42041590,395919,11218950,0.51,97,78,54,76.33,High,"Energy, Chemicals, Textiles",11,"Optimize supply chain through Zaandam to reduce delays.","The port of Zaandam is located in Zaandam, Netherlands, Kingdom of the. It plays a significant role in the region's trade."
NL,Amsterdam,AMS89,Amsterdam,Noord-Holland,52.37,4.9,"Dry Port",Active,Low,33713255,9126665,12855072,0.67,5,10,49,21.33,Low,"Agriculture, Electronics",2,"Optimize supply chain through Amsterdam to reduce delays.","The port of Amsterdam is located in Amsterdam, Noord-Holland. It plays a significant role in the region's trade."
NL,Vlaardingen,VLA59,Botlek,"South Holland",51.9,4.35,Seaport,Active,High,1900644,5183242,18886862,0.73,62,8,74,48,Medium,Automotive,19,"Optimize supply chain through Vlaardingen to reduce delays.","The port of Vlaardingen is located in Botlek, South Holland. It plays a significant role in the region's trade."
NL,Eemshaven,EEM43,Eemshaven,Groningen,53.45,6.83,"Offshore Terminal",Active,High,11061495,7370294,7078251,0.92,77,43,68,62.67,Medium,Automotive,19,"Optimize supply chain through Eemshaven to reduce delays.","The port of Eemshaven is located in Eemshaven, Groningen. It plays a significant role in the region's trade."
NL,Delfzijl,DEL51,Delfzijl,Groningen,53.33,6.93,"Offshore Terminal",Active,Low,26640925,4667572,810016,0.85,62,30,37,43,Medium,"Energy, Automotive",6,"Optimize supply chain through Delfzijl to reduce delays.","The port of Delfzijl is located in Delfzijl, Groningen. It plays a significant role in the region's trade."
NC,Noumea,NOU60,Noumea,"South Province",-22.28,166.43,"Offshore Terminal",Active,Low,26328697,8578634,16919392,0.62,89,64,67,73.33,Medium,"Agriculture, Energy, Machinery",4,"Optimize supply chain through Noumea to reduce delays.","The port of Noumea is located in Noumea, South Province. It plays a significant role in the region's trade."
NC,"Baie De Kouaoua",BAI30,"Baie De Kouaoua","New Caledonia",-21.38,165.82,"Dry Port",Active,Low,6249135,7178320,19527810,0.78,100,44,8,50.67,Medium,Machinery,15,"Optimize supply chain through Baie De Kouaoua to reduce delays.","The port of Baie De Kouaoua is located in Baie De Kouaoua, New Caledonia. It plays a significant role in the region's trade."
NC,"Baie Ugue",BAI12,"Baie Ugue","New Caledonia",-21.15,165.55,"River Port",Active,High,31760567,8531269,5154748,0.75,57,94,89,80,High,Energy,4,"Optimize supply chain through Baie Ugue to reduce delays.","The port of Baie Ugue is located in Baie Ugue, New Caledonia. It plays a significant role in the region's trade."
NZ,Westport,WES98,Westport,"New Zealand",-41.75,171.6,"Offshore Terminal",Active,Low,8361217,7681834,11350315,0.92,92,25,47,54.67,Medium,"Chemicals, Energy",2,"Optimize supply chain through Westport to reduce delays.","The port of Westport is located in Westport, New Zealand. It plays a significant role in the region's trade."
NZ,Greymouth,GRE45,Greymouth,"New Zealand",-42.43,171.22,"Offshore Terminal",Active,Medium,36840452,9804405,13408220,0.96,7,82,72,53.67,Medium,Agriculture,14,"Optimize supply chain through Greymouth to reduce delays.","The port of Greymouth is located in Greymouth, New Zealand. It plays a significant role in the region's trade."
NZ,Whangarei,WHA82,Whangarei,Northland,-35.8,174.43,"Offshore Terminal",Active,High,25127970,6030924,13466889,0.77,94,91,49,78,High,"Textiles, Agriculture",13,"Optimize supply chain through Whangarei to reduce delays.","The port of Whangarei is located in Whangarei, Northland. It plays a significant role in the region's trade."
NZ,Tauranga,TAU97,Tauranga,"Bay of Plenty",-37.63,176.17,"Dry Port",Active,Low,2634694,4225073,19628937,0.82,62,36,21,39.67,Low,"Energy, Chemicals",18,"Optimize supply chain through Tauranga to reduce delays.","The port of Tauranga is located in Tauranga, Bay of Plenty. It plays a significant role in the region's trade."
NZ,Collingwood,COL73,Collingwood,"New Zealand",-40.68,172.67,"River Port",Active,Medium,28172444,1829157,1056666,0.51,21,77,94,64,Medium,"Automotive, Chemicals, Textiles",8,"Optimize supply chain through Collingwood to reduce delays.","The port of Collingwood is located in Collingwood, New Zealand. It plays a significant role in the region's trade."
NZ,Whangaroa,WHA92,Whangaroa,"New Zealand",-35.05,173.77,"River Port",Active,Medium,19988832,5633647,15555501,0.9,84,35,37,52,Medium,"Textiles, Agriculture",4,"Optimize supply chain through Whangaroa to reduce delays.","The port of Whangaroa is located in Whangaroa, New Zealand. It plays a significant role in the region's trade."
NZ,Auckland,AUC27,Auckland,Auckland,-36.85,174.77,"River Port",Active,High,44338082,3999646,3624382,0.94,69,49,68,62,Medium,Machinery,3,"Optimize supply chain through Auckland to reduce delays.","The port of Auckland is located in Auckland, Auckland. It plays a significant role in the region's trade."
NZ,Nelson,NEL68,Nelson,Nelson,-41.27,173.27,"River Port",Active,High,28402237,9800887,11537980,1,96,17,30,47.67,Medium,"Textiles, Energy",2,"Optimize supply chain through Nelson to reduce delays.","The port of Nelson is located in Nelson, Nelson. It plays a significant role in the region's trade."
NZ,Gisborne,GIS40,Gisborne,Gisborne,-38.67,178.03,"Offshore Terminal",Active,Medium,44055213,7640456,13717525,0.64,38,23,92,51,Medium,"Agriculture, Textiles",3,"Optimize supply chain through Gisborne to reduce delays.","The port of Gisborne is located in Gisborne, Gisborne. It plays a significant role in the region's trade."
NI,"Puerto Cabezas",PUE96,"Puerto Cabezas",Nicaragua,14.02,-83.38,"Dry Port",Active,High,5357706,8889974,11756449,0.81,18,70,79,55.67,Medium,"Machinery, Energy",12,"Optimize supply chain through Puerto Cabezas to reduce delays.","The port of Puerto Cabezas is located in Puerto Cabezas, Nicaragua. It plays a significant role in the region's trade."
NI,Corinto,COR21,Corinto,Chinandega,12.48,-87.17,"Dry Port",Active,Low,41208190,7426020,1496888,0.75,30,66,50,48.67,Medium,Machinery,14,"Optimize supply chain through Corinto to reduce delays.","The port of Corinto is located in Corinto, Chinandega. It plays a significant role in the region's trade."
NI,"El Bluff",ELB93,"El Bluff",Nicaragua,12,-83.7,"Dry Port",Active,High,28450842,4627748,807434,0.53,20,70,41,43.67,Medium,"Energy, Chemicals",20,"Optimize supply chain through El Bluff to reduce delays.","The port of El Bluff is located in El Bluff, Nicaragua. It plays a significant role in the region's trade."
NI,Bluefields,BLU49,Bluefields,Nicaragua,12.02,-83.75,"River Port",Active,Low,27974210,3350111,5003125,1,37,45,75,52.33,Medium,Energy,6,"Optimize supply chain through Bluefields to reduce delays.","The port of Bluefields is located in Bluefields, Nicaragua. It plays a significant role in the region's trade."
NI,"Puerto Sandino",PUE11,"Puerto Sandino",León,12.18,-86.77,"Dry Port",Active,Low,16318915,3773457,2355899,0.53,79,4,50,44.33,Medium,"Chemicals, Textiles",15,"Optimize supply chain through Puerto Sandino to reduce delays.","The port of Puerto Sandino is located in Puerto Sandino, León. It plays a significant role in the region's trade."
NE,Koko,KOK39,Koko,Kebbi,6,5.47,Seaport,Active,High,16839193,9792201,4365377,0.61,68,68,27,54.33,Medium,Textiles,16,"Optimize supply chain through Koko to reduce delays.","The port of Koko is located in Koko, Kebbi. It plays a significant role in the region's trade."
NE,Warri,WAR88,Warri,"Delta State",5.52,5.73,"Dry Port",Active,Medium,23192079,7990841,1738699,0.67,5,41,84,43.33,Medium,"Machinery, Agriculture, Energy",12,"Optimize supply chain through Warri to reduce delays.","The port of Warri is located in Warri, Delta State. It plays a significant role in the region's trade."
NE,Okrika,OKR63,Okrika,Niger,4.72,7.08,"River Port",Active,Low,14225751,3085002,7372956,0.57,48,91,14,51,Medium,"Electronics, Chemicals",19,"Optimize supply chain through Okrika to reduce delays.","The port of Okrika is located in Okrika, Niger. It plays a significant role in the region's trade."
NE,Onne,ONN89,Onne,Rivers,4.68,7.15,Seaport,Active,Medium,29254910,8316922,10694602,0.5,67,32,56,51.67,Medium,Textiles,17,"Optimize supply chain through Onne to reduce delays.","The port of Onne is located in Onne, Rivers. It plays a significant role in the region's trade."
NE,"Forcados Oil Terminal",FOR22,"Forcados Oil Terminal",Niger,5.17,5.18,Seaport,Active,Low,28039165,3374208,17873442,0.87,62,79,31,57.33,Medium,"Agriculture, Machinery",18,"Optimize supply chain through Forcados Oil Terminal to reduce delays.","The port of Forcados Oil Terminal is located in Forcados Oil Terminal, Niger. It plays a significant role in the region's trade."
NE,"Agbami Oil Terminal",AGB90,"Agbami Terminal","Lagos State",3.47,5.57,"Offshore Terminal",Active,Low,39233493,7801471,2514454,1,23,39,43,35,Low,Electronics,2,"Optimize supply chain through Agbami Oil Terminal to reduce delays.","The port of Agbami Oil Terminal is located in Agbami Terminal, Lagos State. It plays a significant role in the region's trade."
NE,Burutu,BUR23,Burutu,Niger,5.35,5.5,"River Port",Active,High,28042542,1008371,10569950,0.92,74,78,8,53.33,Medium,Chemicals,13,"Optimize supply chain through Burutu to reduce delays.","The port of Burutu is located in Burutu, Niger. It plays a significant role in the region's trade."
NG,Sapele,SAP18,Sapele,Delta,5.9,5.68,"Offshore Terminal",Active,High,27095303,7058442,18005918,0.73,61,82,65,69.33,Medium,"Energy, Chemicals",4,"Optimize supply chain through Sapele to reduce delays.","The port of Sapele is located in Sapele, Delta. It plays a significant role in the region's trade."
NG,"Port Harcourt",POR33,"Port Harcourt","Rivers State",4.77,7,"Dry Port",Active,Medium,18814433,3978560,3422750,0.68,49,52,62,54.33,Medium,"Energy, Agriculture",6,"Optimize supply chain through Port Harcourt to reduce delays.","The port of Port Harcourt is located in Port Harcourt, Rivers State. It plays a significant role in the region's trade."
NG,"Tin Can Island",TIN46,"Tin Can Island",Nigeria,6.35,3.35,Seaport,Active,Low,41543120,9653766,7212227,0.87,57,81,31,56.33,Medium,"Energy, Agriculture",18,"Optimize supply chain through Tin Can Island to reduce delays.","The port of Tin Can Island is located in Tin Can Island, Nigeria. It plays a significant role in the region's trade."
NG,"Antan Oil Terminal",ANT74,Kano,"Kano State",4.22,8.33,"Offshore Terminal",Active,High,43282216,2726178,1243380,0.91,69,99,75,81,High,"Electronics, Textiles",15,"Optimize supply chain through Antan Oil Terminal to reduce delays.","The port of Antan Oil Terminal is located in Kano, Kano State. It plays a significant role in the region's trade."
NG,"Bonny Offshore Terminal",BON47,"Bonny Offshore Terminal",Nigeria,4.18,7.23,"River Port",Active,High,47660451,7279378,2721592,0.54,68,8,70,48.67,Medium,Electronics,20,"Optimize supply chain through Bonny Offshore Terminal to reduce delays.","The port of Bonny Offshore Terminal is located in Bonny Offshore Terminal, Nigeria. It plays a significant role in the region's trade."
NG,"Pennington Oil Terminal",PEN74,Pennington,Bayelsa,4.25,5.62,"River Port",Active,High,21499675,1846387,10613615,0.55,63,59,27,49.67,Medium,"Agriculture, Machinery, Automotive",3,"Optimize supply chain through Pennington Oil Terminal to reduce delays.","The port of Pennington Oil Terminal is located in Pennington, Bayelsa. It plays a significant role in the region's trade."
NG,Warri,WAR35,Warri,"Delta State",5.52,5.73,"Offshore Terminal",Active,Medium,16232411,9882680,19894717,0.71,70,77,18,55,Medium,Energy,4,"Optimize supply chain through Warri to reduce delays.","The port of Warri is located in Warri, Delta State. It plays a significant role in the region's trade."
NG,"Escravos Oil Terminal",ESC95,Escravos,"Delta State",5.5,5,Seaport,Active,Medium,23346394,5332043,9557852,0.79,38,85,96,73,Medium,Electronics,14,"Optimize supply chain through Escravos Oil Terminal to reduce delays.","The port of Escravos Oil Terminal is located in Escravos, Delta State. It plays a significant role in the region's trade."
NG,"Okwori Terminal",OKW46,"Okwori Terminal","Akwa Ibom",3.85,6.98,Seaport,Active,Low,36920439,2656577,10459325,0.69,62,34,40,45.33,Medium,"Energy, Chemicals",19,"Optimize supply chain through Okwori Terminal to reduce delays.","The port of Okwori Terminal is located in Okwori Terminal, Akwa Ibom. It plays a significant role in the region's trade."
NG,"Agbami Oil Terminal",AGB84,"Agbami Terminal","Lagos State",3.47,5.57,"Offshore Terminal",Active,High,31019430,7350632,5904662,0.88,10,33,2,15,Low,Chemicals,4,"Optimize supply chain through Agbami Oil Terminal to reduce delays.","The port of Agbami Oil Terminal is located in Agbami Terminal, Lagos State. It plays a significant role in the region's trade."
NU,Alofi,ALO86,Alofi,Niue,-19.03,-169.93,"River Port",Active,Medium,21964600,4088910,8012408,0.61,11,86,100,65.67,Medium,Machinery,18,"Optimize supply chain through Alofi to reduce delays.","The port of Alofi is located in Alofi, Niue. It plays a significant role in the region's trade."
NF,Kingston,KIN14,Kingston,"Norfolk Island",-29.07,167.95,"Dry Port",Active,Low,42822829,476145,2515608,0.81,78,64,5,49,Medium,Machinery,11,"Optimize supply chain through Kingston to reduce delays.","The port of Kingston is located in Kingston, Norfolk Island. It plays a significant role in the region's trade."
MP,Tinian,TIN94,Tinian,"Northern Mariana Islands",14.97,145.62,"River Port",Active,High,27695304,4840527,6123329,0.55,78,30,86,64.67,Medium,"Automotive, Chemicals, Machinery",9,"Optimize supply chain through Tinian to reduce delays.","The port of Tinian is located in Tinian, Northern Mariana Islands. It plays a significant role in the region's trade."
MP,Saipan,SAI78,Saipan,"Northern Mariana Islands",15.2,145.68,"Dry Port",Active,Medium,12140394,6424037,4627774,0.7,27,50,11,29.33,Low,"Machinery, Energy",19,"Optimize supply chain through Saipan to reduce delays.","The port of Saipan is located in Saipan, Northern Mariana Islands. It plays a significant role in the region's trade."
MP,Rota,ROT27,Rota,"Northern Mariana Islands",14.13,145.15,"Offshore Terminal",Active,High,15604579,8280249,10179175,0.54,91,40,33,54.67,Medium,"Energy, Agriculture",15,"Optimize supply chain through Rota to reduce delays.","The port of Rota is located in Rota, Northern Mariana Islands. It plays a significant role in the region's trade."
NO,Salsbruket,SAL33,Salsbruket,Norway,64.8,11.87,"Dry Port",Active,High,7809795,2793700,14961567,0.78,2,66,13,27,Low,"Chemicals, Textiles",8,"Optimize supply chain through Salsbruket to reduce delays.","The port of Salsbruket is located in Salsbruket, Norway. It plays a significant role in the region's trade."
NO,Narvik,NAR13,Narvik,Nordland,68.43,17.42,"River Port",Active,Medium,44174628,7279601,6892786,0.54,89,62,4,51.67,Medium,"Chemicals, Agriculture, Electronics",5,"Optimize supply chain through Narvik to reduce delays.","The port of Narvik is located in Narvik, Nordland. It plays a significant role in the region's trade."
